pid,navd88_match_line,navd88_ft,ngvd29_flag,ngvd29_ft,error
JT0743,,,,,
HT0755,,,,,
HT2033,,,,,
JT1520,,,,,
KT0424,"NAVD 88
 ORTHO HEIGHT - 35.84 (+/-2cm) 117.6 (feet) VERTCON3",117.6,False,115.2,
JT0746,,,,,
HT1013,"NAVD 88
 ORTHO HEIGHT - 36.28 (+/-2cm) 119.0 (feet) VERTCON3",119.0,True,116.21,
JT0525,"NAVD 88
 ORTHO HEIGHT - 36.88 (+/-2cm) 121.0 (feet) VERTCON3",121.0,False,117.91,
JT1104,"NAVD 88
 ORTHO HEIGHT - 36.71 (+/-2cm) 120.4 (feet) VERTCON3",120.4,False,117.65,
JT0534,,,,,
KT0422,"NAVD 88
 ORTHO HEIGHT - 37.38 (+/-2cm) 122.6 (feet) VERTCON3",122.6,False,120.22,
JT1102,"NAVD 88
 ORTHO HEIGHT - 38.01 (+/-2cm) 124.7 (feet) VERTCON3",124.7,False,121.91,
JT0718,"NAVD 88
 ORTHO HEIGHT - 38.85 (+/-2cm) 127.5 (feet) VERTCON3",127.5,False,124.6,
JS0819,,,,,
JT1120,"NAVD 88
 ORTHO HEIGHT - 39.28 (+/-2cm) 128.9 (feet) VERTCON3",128.9,False,126.12,
JT0513,"NAVD 88
 ORTHO HEIGHT - 39.55 (+/-2cm) 129.8 (feet) VERTCON3",129.8,False,126.65,
JT0712,"NAVD 88
 ORTHO HEIGHT - 40.18 (+/-2cm) 131.8 (feet) VERTCON3",131.8,False,129.0,
LU1316,"NAVD 88
 ORTHO HEIGHT - 40.43 (+/-2cm) 132.6 (feet) VERTCON3",132.6,False,129.47,
JS0820,"NAVD 88
 ORTHO HEIGHT - 40.36 (+/-2cm) 132.4 (feet) VERTCON3",132.4,False,129.9,
HS2031,"NAVD 88
 ORTHO HEIGHT - 40.33 (+/-2cm) 132.3 (feet) VERTCON3",132.3,False,129.87,
JT0728,"NAVD 88
 ORTHO HEIGHT - 40.97 (+/-2cm) 134.4 (feet) VERTCON3",134.4,False,131.59,
HS2045,,,,,
JT0713,"NAVD 88
 ORTHO HEIGHT - 41.06 (+/-2cm) 134.7 (feet) VERTCON3",134.7,False,131.91,
HS2034,,,,,
HS2040,"NAVD 88
 ORTHO HEIGHT - 40.96 (+/-2cm) 134.4 (feet) VERTCON3",134.4,False,132.0,
JT0716,,,,,
HS2039,"NAVD 88
 ORTHO HEIGHT - 41.54 (+/-2cm) 136.3 (feet) VERTCON3",136.3,False,133.8,
JT0719,,,,,
HS2047,"NAVD 88
 ORTHO HEIGHT - 41.99 (+/-2cm) 137.8 (feet) VERTCON3",137.8,False,135.28,
JT0715,"NAVD 88
 ORTHO HEIGHT - 42.40 (+/-2cm) 139.1 (feet) VERTCON3",139.1,False,136.3,
HS2046,"NAVD 88
 ORTHO HEIGHT - 42.24 (+/-2cm) 138.6 (feet) VERTCON3",138.6,False,136.1,
LV0388,"NAVD 88
 ORTHO HEIGHT - 42.53 (+/-2cm) 139.5 (feet) VERTCON3",139.5,True,136.34,
HS2038,"NAVD 88
 ORTHO HEIGHT - 42.27 (+/-2cm) 138.7 (feet) VERTCON3",138.7,False,136.3,
JS0818,,,,,
JT0714,"NAVD 88
 ORTHO HEIGHT - 42.62 (+/-2cm) 139.8 (feet) VERTCON3",139.8,False,137.05,
KT0420,"NAVD 88
 ORTHO HEIGHT - 43.08 (+/-2cm) 141.3 (feet) VERTCON3",141.3,False,138.89,
LV0387,"NAVD 88
 ORTHO HEIGHT - 42.93 (+/-2cm) 140.8 (feet) VERTCON3",140.8,True,137.68,
KS1012,,,,,
JT0727,"NAVD 88
 ORTHO HEIGHT - 44.02 (+/-2cm) 144.4 (feet) VERTCON3",144.4,False,141.59,
HS2049,"NAVD 88
 ORTHO HEIGHT - 43.922 (meters) 144.10 (feet) ADJUSTED",144.1,False,141.61,
HS2041,"NAVD 88
 ORTHO HEIGHT - 43.98 (+/-2cm) 144.3 (feet) VERTCON3",144.3,False,141.83,
HS2048,"NAVD 88
 ORTHO HEIGHT - 44.24 (+/-2cm) 145.1 (feet) VERTCON3",145.1,False,142.67,
JT0720,"NAVD 88
 ORTHO HEIGHT - 45.03 (+/-2cm) 147.7 (feet) VERTCON3",147.7,False,144.9,
LU1313,"NAVD 88
 ORTHO HEIGHT - 46.01 (+/-2cm) 151.0 (feet) VERTCON3",151.0,False,147.81,
LU1314,"NAVD 88
 ORTHO HEIGHT - 46.15 (+/-2cm) 151.4 (feet) VERTCON3",151.4,False,148.23,
JT0506,"NAVD 88
 ORTHO HEIGHT - 46.36 (+/-2cm) 152.1 (feet) VERTCON3",152.1,False,148.96,
KT0419,"NAVD 88
 ORTHO HEIGHT - 46.46 (+/-2cm) 152.4 (feet) VERTCON3",152.4,False,149.97,
HT2012,,,,,
HT0523,"NAVD 88
 ORTHO HEIGHT - 46.88 (+/-2cm) 153.8 (feet) VERTCON3",153.8,False,151.04,
JS0817,"NAVD 88
 ORTHO HEIGHT - 46.76 (+/-2cm) 153.4 (feet) VERTCON3",153.4,False,150.9,
HT0973,"NAVD 88
 ORTHO HEIGHT - 47.33 (+/-2cm) 155.3 (feet) VERTCON3",155.3,False,152.27,
JT1084,,,,,
LU1312,"NAVD 88
 ORTHO HEIGHT - 48.18 (+/-2cm) 158.1 (feet) VERTCON3",158.1,False,154.92,
HS2055,"NAVD 88
 ORTHO HEIGHT - 48.112 (meters) 157.85 (feet) ADJUSTED",157.85,False,155.35,
HS2056,"NAVD 88
 ORTHO HEIGHT - 48.081 (meters) 157.75 (feet) ADJUSTED",157.75,False,155.26,
JT0721,"NAVD 88
 ORTHO HEIGHT - 48.802 (meters) 160.11 (feet) ADJUSTED",160.11,False,157.61,
JS0816,"NAVD 88
 ORTHO HEIGHT - 48.34 (+/-2cm) 158.6 (feet) VERTCON3",158.6,False,156.0,
HS2057,"NAVD 88
 ORTHO HEIGHT - 49.58 (+/-2cm) 162.7 (feet) VERTCON3",162.7,False,160.14,
LU1308,,,,,
JT0722,,,,,
LU1315,,,,,
JS0815,,,,,
LV0393,"NAVD 88
 ORTHO HEIGHT - 50.729 (meters) 166.43 (feet) ADJUSTED",166.43,False,163.2,
JT0726,,,,,
KS1202,"NAVD 88
 ORTHO HEIGHT - 50.607 (meters) 166.03 (feet) ADJUSTED",166.03,True,163.75,
JS1593,"NAVD 88
 ORTHO HEIGHT - 51.012 (meters) 167.36 (feet) ADJUSTED",167.36,False,164.76,
LU1237,"NAVD 88
 ORTHO HEIGHT - 51.26 (+/-2cm) 168.2 (feet) VERTCON3",168.2,False,165.1,
JT0724,,,,,
KS1003,"NAVD 88
 ORTHO HEIGHT - 52.368 (meters) 171.81 (feet) ADJUSTED",171.81,True,169.49,
LU1311,,,,,
KT0417,"NAVD 88
 ORTHO HEIGHT - 53.70 (+/-2cm) 176.2 (feet) VERTCON3",176.2,False,173.7,
KS1204,"NAVD 88
 ORTHO HEIGHT - 53.679 (meters) 176.11 (feet) ADJUSTED",176.11,True,173.83,
LU1305,"NAVD 88
 ORTHO HEIGHT - 54.36 (+/-2cm) 178.3 (feet) VERTCON3",178.3,False,175.23,
JT1082,"NAVD 88
 ORTHO HEIGHT - 54.48 (+/-2cm) 178.7 (feet) VERTCON3",178.7,False,175.88,
JS1592,"NAVD 88
 ORTHO HEIGHT - 55.156 (meters) 180.96 (feet) ADJUSTED",180.96,False,178.36,
LU1300,"NAVD 88
 ORTHO HEIGHT - 55.98 (+/-2cm) 183.7 (feet) VERTCON3",183.7,False,180.5,
KS1201,"NAVD 88
 ORTHO HEIGHT - 55.370 (meters) 181.66 (feet) ADJUSTED",181.66,True,179.37,
HT0689,"NAVD 88
 ORTHO HEIGHT - 57.194 (meters) 187.64 (feet) ADJUSTED",187.64,True,184.91,
JT1077,"NAVD 88
 ORTHO HEIGHT - 56.78 (+/-2cm) 186.3 (feet) VERTCON3",186.3,False,183.42,
KS1008,"NAVD 88
 ORTHO HEIGHT - 57.045 (meters) 187.16 (feet) ADJUSTED",187.16,True,184.82,
JT1079,"NAVD 88
 ORTHO HEIGHT - 57.284 (meters) 187.94 (feet) ADJUSTED",187.94,False,185.39,
JS0814,"NAVD 88
 ORTHO HEIGHT - 57.39 (+/-2cm) 188.3 (feet) VERTCON3",188.3,False,185.7,
HS2075,,,,,
HS2058,"NAVD 88
 ORTHO HEIGHT - 57.92 (+/-2cm) 190.0 (feet) VERTCON3",190.0,False,187.49,
HS2059,"NAVD 88
 ORTHO HEIGHT - 57.90 (+/-2cm) 190.0 (feet) VERTCON3",190.0,False,187.42,
HT2013,,,,,
HS2065,"NAVD 88
 ORTHO HEIGHT - 59.13 (+/-2cm) 194.0 (feet) VERTCON3",194.0,False,191.43,
LU1296,"NAVD 88
 ORTHO HEIGHT - 60.18 (+/-2cm) 197.4 (feet) VERTCON3",197.4,False,194.3,
HS2066,"NAVD 88
 ORTHO HEIGHT - 60.68 (+/-2cm) 199.1 (feet) VERTCON3",199.1,False,196.5,
HT0906,"NAVD 88
 ORTHO HEIGHT - 60.98 (+/-2cm) 200.1 (feet) VERTCON3",200.1,False,196.99,
HT0688,"NAVD 88
 ORTHO HEIGHT - 61.606 (meters) 202.12 (feet) ADJUSTED",202.12,True,199.39,
HS2063,"NAVD 88
 ORTHO HEIGHT - 61.98 (+/-2cm) 203.3 (feet) VERTCON3",203.3,False,200.77,
HS2062,"NAVD 88
 ORTHO HEIGHT - 61.99 (+/-2cm) 203.4 (feet) VERTCON3",203.4,False,200.82,
JT1535,,,,,
LU1297,"NAVD 88
 ORTHO HEIGHT - 62.51 (+/-2cm) 205.1 (feet) VERTCON3",205.1,False,201.97,
HS2069,"NAVD 88
 ORTHO HEIGHT - 63.036 (meters) 206.81 (feet) ADJUSTED",206.81,False,204.31,
KS1205,"NAVD 88
 ORTHO HEIGHT - 63.436 (meters) 208.12 (feet) ADJUSTED",208.12,True,205.84,
JT1068,"NAVD 88
 ORTHO HEIGHT - 63.68 (+/-2cm) 208.9 (feet) VERTCON3",208.9,False,206.0,
JT1531,,,,,
LU1289,"NAVD 88
 ORTHO HEIGHT - 63.716 (meters) 209.04 (feet) ADJUSTED",209.04,False,206.02,
JT1067,"NAVD 88
 ORTHO HEIGHT - 64.149 (meters) 210.46 (feet) ADJUSTED",210.46,False,207.53,
JT1072,"NAVD 88
 ORTHO HEIGHT - 65.58 (+/-2cm) 215.2 (feet) VERTCON3",215.2,False,212.28,
JT1069,"NAVD 88
 ORTHO HEIGHT - 64.50 (+/-2cm) 211.6 (feet) VERTCON3",211.6,False,208.73,
JT1075,"NAVD 88
 ORTHO HEIGHT - 66.744 (meters) 218.98 (feet) ADJUSTED",218.98,False,216.12,
JT1074,"NAVD 88
 ORTHO HEIGHT - 66.57 (+/-2cm) 218.4 (feet) VERTCON3",218.4,False,215.52,
LU1287,"NAVD 88
 ORTHO HEIGHT - 67.47 (+/-2cm) 221.4 (feet) VERTCON3",221.4,False,218.3,
JT1065,"NAVD 88
 ORTHO HEIGHT - 66.96 (+/-2cm) 219.7 (feet) VERTCON3",219.7,False,216.82,
KT0414,"NAVD 88
 ORTHO HEIGHT - 68.79 (meters) 225.7 (feet) GPS OBS",225.7,False,223.1,
JT1063,"NAVD 88
 ORTHO HEIGHT - 69.21 (+/-2cm) 227.1 (feet) VERTCON3",227.1,False,224.2,
JS0813,"NAVD 88
 ORTHO HEIGHT - 69.27 (+/-2cm) 227.3 (feet) VERTCON3",227.3,False,224.6,
LU1291,"NAVD 88
 ORTHO HEIGHT - 69.904 (meters) 229.34 (feet) ADJUSTED",229.34,False,227.62,
JT1529,,,,,
JT1062,"NAVD 88
 ORTHO HEIGHT - 72.30 (+/-2cm) 237.2 (feet) VERTCON3",237.2,False,234.33,
LU1277,,,,,
LU1276,"NAVD 88
 ORTHO HEIGHT - 74.752 (meters) 245.25 (feet) ADJUSTED",245.25,False,242.23,
LU1273,"NAVD 88
 ORTHO HEIGHT - 75.55 (+/-2cm) 247.9 (feet) VERTCON3",247.9,False,244.84,
JT1059,"NAVD 88
 ORTHO HEIGHT - 76.02 (+/-2cm) 249.4 (feet) VERTCON3",249.4,False,246.53,
HT0513,"NAVD 88
 ORTHO HEIGHT - 77.00 (+/-2cm) 252.6 (feet) VERTCON3",252.6,False,249.8,
HT0518,,,,,
JT1060,"NAVD 88
 ORTHO HEIGHT - 77.44 (+/-2cm) 254.1 (feet) VERTCON3",254.1,False,251.17,
JT1057,"NAVD 88
 ORTHO HEIGHT - 78.12 (+/-2cm) 256.3 (feet) VERTCON3",256.3,False,253.42,
LU1634,,,,,
KS1209,,,,,
JT1052,"NAVD 88
 ORTHO HEIGHT - 82.18 (+/-2cm) 269.6 (feet) VERTCON3",269.6,False,266.71,
JT1055,,,,,
LU0336,,,,,
JT1530,,,,,
LU1632,,,,,
JT1049,"NAVD 88
 ORTHO HEIGHT - 87.11 (+/-2cm) 285.8 (feet) VERTCON3",285.8,False,282.9,
JS0723,,,,,
JT1050,"NAVD 88
 ORTHO HEIGHT - 88.60 (+/-2cm) 290.7 (feet) VERTCON3",290.7,False,287.8,
LU1631,,,,,
HT0515,"NAVD 88
 ORTHO HEIGHT - 91.51 (+/-2cm) 300.2 (feet) VERTCON3",300.2,False,297.45,
LU0333,"NAVD 88
 ORTHO HEIGHT - 93.937 (meters) 308.19 (feet) ADJUSTED",308.19,False,305.75,
LU0388,"NAVD 88
 ORTHO HEIGHT - 94.781 (meters) 310.96 (feet) ADJUSTED",310.96,False,308.52,
LU1633,,,,,
JT1367,"NAVD 88
 ORTHO HEIGHT - 97.11 (+/-2cm) 318.6 (feet) VERTCON3",318.6,False,315.75,
JT1373,"NAVD 88
 ORTHO HEIGHT - 97.24 (+/-2cm) 319.0 (feet) VERTCON3",319.0,False,316.16,
KS0644,"NAVD 88
 ORTHO HEIGHT - 98.08 (+/-2cm) 321.8 (feet) VERTCON3",321.8,True,319.44,
JT1372,"NAVD 88
 ORTHO HEIGHT - 98.95 (+/-2cm) 324.6 (feet) VERTCON3",324.6,False,321.75,
JT1369,"NAVD 88
 ORTHO HEIGHT - 99.37 (+/-2cm) 326.0 (feet) VERTCON3",326.0,False,323.15,
LU1285,,,,,
HS2079,"NAVD 88
 ORTHO HEIGHT - 101.336 (meters) 332.47 (feet) ADJUSTED",332.47,False,329.99,
JT1366,"NAVD 88
 ORTHO HEIGHT - 102.16 (+/-2cm) 335.2 (feet) VERTCON3",335.2,False,332.32,
KT0412,"NAVD 88
 ORTHO HEIGHT - 102.85 (+/-2cm) 337.4 (feet) VERTCON3",337.4,False,334.87,
JS0725,,,,,
LU1262,"NAVD 88
 ORTHO HEIGHT - 104.917 (meters) 344.22 (feet) ADJUSTED",344.22,False,341.14,
KS0645,"NAVD 88
 ORTHO HEIGHT - 104.74 (+/-2cm) 343.6 (feet) VERTCON3",343.6,True,341.33,
KS1207,"NAVD 88
 ORTHO HEIGHT - 106.23 (+/-2cm) 348.5 (feet) VERTCON3",348.5,True,346.21,
KS0643,"NAVD 88
 ORTHO HEIGHT - 110.03 (+/-2cm) 361.0 (feet) VERTCON3",361.0,True,358.63,
JT1361,"NAVD 88
 ORTHO HEIGHT - 111.89 (+/-2cm) 367.1 (feet) VERTCON3",367.1,False,364.33,
LU1282,"NAVD 88
 ORTHO HEIGHT - 114.58 (+/-2cm) 375.9 (feet) VERTCON3",375.9,False,372.9,
JT1364,"NAVD 88
 ORTHO HEIGHT - 114.41 (+/-2cm) 375.4 (feet) VERTCON3",375.4,False,372.54,
KS1208,"NAVD 88
 ORTHO HEIGHT - 119.05 (+/-2cm) 390.6 (feet) VERTCON3",390.6,True,388.32,
JT1365,"NAVD 88
 ORTHO HEIGHT - 114.58 (+/-2cm) 375.9 (feet) VERTCON3",375.9,False,373.08,
JT1571,,,,,
KS0642,"NAVD 88
 ORTHO HEIGHT - 120.22 (+/-2cm) 394.4 (feet) VERTCON3",394.4,True,392.06,
JT1360,"NAVD 88
 ORTHO HEIGHT - 121.07 (+/-2cm) 397.2 (feet) VERTCON3",397.2,False,394.48,
LU1247,"NAVD 88
 ORTHO HEIGHT - 121.595 (meters) 398.93 (feet) ADJUSTED",398.93,False,395.88,
LU1630,,,,,
JT1356,"NAVD 88
 ORTHO HEIGHT - 125.60 (+/-2cm) 412.1 (feet) VERTCON3",412.1,False,409.44,
LU1628,,,,,
LU1246,"NAVD 88
 ORTHO HEIGHT - 127.88 (+/-2cm) 419.6 (feet) VERTCON3",419.6,False,416.54,
JT1357,"NAVD 88
 ORTHO HEIGHT - 128.58 (+/-2cm) 421.8 (feet) VERTCON3",421.8,False,419.22,
LU1258,,,,,
JT1358,"NAVD 88
 ORTHO HEIGHT - 130.54 (+/-2cm) 428.3 (feet) VERTCON3",428.3,False,425.62,
JS0727,"NAVD 88
 ORTHO HEIGHT - 131.37 (+/-2cm) 431.0 (feet) VERTCON3",431.0,False,428.39,
HS2084,"NAVD 88
 ORTHO HEIGHT - 134.638 (meters) 441.72 (feet) POSTED",441.72,False,439.3,
KS0641,"NAVD 88
 ORTHO HEIGHT - 131.90 (+/-2cm) 432.7 (feet) VERTCON3",432.7,True,430.38,
KT0410,"NAVD 88
 ORTHO HEIGHT - 136.16 (+/-2cm) 446.7 (feet) VERTCON3",446.7,False,444.14,
HS2085,"NAVD 88
 ORTHO HEIGHT - 134.896 (meters) 442.57 (feet) POSTED",442.57,False,440.2,
JT1355,,,,,
JT1354,"NAVD 88
 ORTHO HEIGHT - 142.86 (+/-2cm) 468.7 (feet) VERTCON3",468.7,False,466.15,
HS2086,"NAVD 88
 ORTHO HEIGHT - 143.236 (meters) 469.93 (feet) POSTED",469.93,False,467.46,
LU1241,"NAVD 88
 ORTHO HEIGHT - 143.006 (meters) 469.18 (feet) ADJUSTED",469.18,False,466.13,
JT1344,"NAVD 88
 ORTHO HEIGHT - 144.42 (+/-2cm) 473.8 (feet) VERTCON3",473.8,False,471.42,
JT1348,"NAVD 88
 ORTHO HEIGHT - 144.19 (+/-2cm) 473.1 (feet) VERTCON3",473.1,False,470.63,
LU1626,,,,,
JT1346,"NAVD 88
 ORTHO HEIGHT - 145.37 (+/-2cm) 476.9 (feet) VERTCON3",476.9,False,474.52,
JT1349,"NAVD 88
 ORTHO HEIGHT - 145.84 (+/-2cm) 478.5 (feet) VERTCON3",478.5,False,476.02,
JT1350,"NAVD 88
 ORTHO HEIGHT - 145.98 (+/-2cm) 478.9 (feet) VERTCON3",478.9,False,476.46,
JT1342,"NAVD 88
 ORTHO HEIGHT - 147.379 (meters) 483.53 (feet) ADJUSTED",483.53,False,481.05,
LU0389,"NAVD 88
 ORTHO HEIGHT - 146.578 (meters) 480.90 (feet) ADJUSTED",480.9,False,478.44,
JT1345,"NAVD 88
 ORTHO HEIGHT - 147.472 (meters) 483.83 (feet) ADJUSTED",483.83,False,481.36,
JT1340,"NAVD 88
 ORTHO HEIGHT - 147.75 (+/-2cm) 484.7 (feet) VERTCON3",484.7,False,482.34,
LU0062,,,,,
JT1336,"NAVD 88
 ORTHO HEIGHT - 148.83 (+/-2cm) 488.3 (feet) VERTCON3",488.3,False,485.85,
JT1335,"NAVD 88
 ORTHO HEIGHT - 149.05 (+/-2cm) 489.0 (feet) VERTCON3",489.0,False,486.58,
JT1339,"NAVD 88
 ORTHO HEIGHT - 149.200 (meters) 489.50 (feet) ADJUSTED",489.5,False,487.13,
JT1337,,,,,
JS0730,"NAVD 88
 ORTHO HEIGHT - 150.76 (+/-2cm) 494.6 (feet) VERTCON3",494.6,False,492.03,
JT1332,"NAVD 88
 ORTHO HEIGHT - 152.00 (+/-2cm) 498.7 (feet) VERTCON3",498.7,False,496.28,
LU0060,"NAVD 88
 ORTHO HEIGHT - 152.163 (meters) 499.22 (feet) ADJUSTED",499.22,False,496.59,
JT1333,"NAVD 88
 ORTHO HEIGHT - 153.20 (+/-2cm) 502.6 (feet) VERTCON3",502.6,False,500.21,
KT1227,"NAVD 88
 ORTHO HEIGHT - 155.46 (+/-2cm) 510.0 (feet) VERTCON3",510.0,False,507.64,
LU1627,,,,,
KS0640,"NAVD 88
 ORTHO HEIGHT - 157.85 (+/-2cm) 517.9 (feet) VERTCON3",517.9,True,515.48,
KT1224,"NAVD 88
 ORTHO HEIGHT - 159.84 (+/-2cm) 524.4 (feet) VERTCON3",524.4,False,521.97,
LU0076,"NAVD 88
 ORTHO HEIGHT - 162.759 (meters) 533.99 (feet) ADJUSTED",533.99,False,531.35,
KT1222,"NAVD 88
 ORTHO HEIGHT - 162.91 (+/-2cm) 534.5 (feet) VERTCON3",534.5,False,532.06,
LU1255,"NAVD 88
 ORTHO HEIGHT - 163.344 (meters) 535.90 (feet) ADJUSTED",535.9,False,532.8,
LU1554,,,,,
KT1519,"NAVD 88
 ORTHO HEIGHT - 163.550 (meters) 536.58 (feet) ADJUSTED",536.58,False,533.59,
LU0390,"NAVD 88
 ORTHO HEIGHT - 166.881 (meters) 547.51 (feet) ADJUSTED",547.51,False,545.05,
LU0071,,,,,
LU0068,,,,,
KT1729,,,,,
LU0393,"NAVD 88
 ORTHO HEIGHT - 173.493 (meters) 569.20 (feet) ADJUSTED",569.2,False,566.71,
KT1210,"NAVD 88
 ORTHO HEIGHT - 171.41 (+/-2cm) 562.4 (feet) VERTCON3",562.4,False,559.83,
KT1207,"NAVD 88
 ORTHO HEIGHT - 174.14 (+/-2cm) 571.3 (feet) VERTCON3",571.3,False,568.72,
LU1253,"NAVD 88
 ORTHO HEIGHT - 173.79 (+/-2cm) 570.2 (feet) VERTCON3",570.2,False,567.14,
JS0693,"NAVD 88
 ORTHO HEIGHT - 174.87 (+/-2cm) 573.7 (feet) VERTCON3",573.7,False,571.08,
KT1205,"NAVD 88
 ORTHO HEIGHT - 174.52 (+/-2cm) 572.6 (feet) VERTCON3",572.6,False,569.97,
KT1521,,,,,
KT1212,"NAVD 88
 ORTHO HEIGHT - 176.37 (+/-2cm) 578.6 (feet) VERTCON3",578.6,False,576.14,
LU1555,,,,,
KT1203,"NAVD 88
 ORTHO HEIGHT - 178.33 (+/-2cm) 585.1 (feet) VERTCON3",585.1,False,582.42,
LU0077,,,,,
KT0409,"NAVD 88
 ORTHO HEIGHT - 178.98 (+/-2cm) 587.2 (feet) VERTCON3",587.2,False,584.63,
KT1201,"NAVD 88
 ORTHO HEIGHT - 181.32 (+/-2cm) 594.9 (feet) VERTCON3",594.9,False,592.19,
KT1194,,,,,
KT1215,"NAVD 88
 ORTHO HEIGHT - 183.93 (+/-2cm) 603.4 (feet) VERTCON3",603.4,False,600.98,
LU0394,"NAVD 88
 ORTHO HEIGHT - 184.991 (meters) 606.92 (feet) ADJUSTED",606.92,False,604.43,
KT1164,"NAVD 88
 ORTHO HEIGHT - 186.12 (+/-2cm) 610.6 (feet) VERTCON3",610.6,False,607.78,
KT1196,"NAVD 88
 ORTHO HEIGHT - 185.21 (+/-2cm) 607.6 (feet) VERTCON3",607.6,False,604.89,
KT1167,,,,,
KS0639,"NAVD 88
 ORTHO HEIGHT - 186.18 (+/-2cm) 610.8 (feet) VERTCON3",610.8,True,608.42,
KT1165,"NAVD 88
 ORTHO HEIGHT - 187.12 (+/-2cm) 613.9 (feet) VERTCON3",613.9,False,611.06,
KT1163,"NAVD 88
 ORTHO HEIGHT - 187.22 (+/-2cm) 614.2 (feet) VERTCON3",614.2,False,611.38,
KT1168,"NAVD 88
 ORTHO HEIGHT - 188.39 (+/-2cm) 618.1 (feet) VERTCON3",618.1,False,615.28,
KT1162,"NAVD 88
 ORTHO HEIGHT - 189.59 (+/-2cm) 622.0 (feet) VERTCON3",622.0,False,619.14,
KT1160,"NAVD 88
 ORTHO HEIGHT - 189.92 (+/-2cm) 623.1 (feet) VERTCON3",623.1,False,620.21,
KT1161,"NAVD 88
 ORTHO HEIGHT - 190.26 (+/-2cm) 624.2 (feet) VERTCON3",624.2,False,621.33,
KT1707,,,,,
KT1159,"NAVD 88
 ORTHO HEIGHT - 193.96 (+/-2cm) 636.4 (feet) VERTCON3",636.4,False,633.46,
LU0070,,,,,
LU0072,"NAVD 88
 ORTHO HEIGHT - 194.321 (meters) 637.53 (feet) ADJUSTED",637.53,False,634.89,
KT1192,"NAVD 88
 ORTHO HEIGHT - 194.62 (+/-2cm) 638.5 (feet) VERTCON3",638.5,False,635.68,
KT0408,"NAVD 88
 ORTHO HEIGHT - 194.95 (+/-2cm) 639.6 (feet) VERTCON3",639.6,False,637.0,
KT1158,"NAVD 88
 ORTHO HEIGHT - 195.20 (+/-2cm) 640.4 (feet) VERTCON3",640.4,False,637.51,
KT1191,"NAVD 88
 ORTHO HEIGHT - 195.74 (+/-2cm) 642.2 (feet) VERTCON3",642.2,False,639.37,
LU0079,"NAVD 88
 ORTHO HEIGHT - 197.022 (meters) 646.40 (feet) ADJUSTED",646.4,False,643.73,
KT1157,"NAVD 88
 ORTHO HEIGHT - 196.15 (+/-2cm) 643.5 (feet) VERTCON3",643.5,False,640.61,
KT1199,,,,,
LU1249,"NAVD 88
 ORTHO HEIGHT - 198.72 (+/-2cm) 652.0 (feet) VERTCON3",652.0,False,648.93,
LU0073,"NAVD 88
 ORTHO HEIGHT - 199.826 (meters) 655.60 (feet) ADJUSTED",655.6,False,652.95,
KT1197,"NAVD 88
 ORTHO HEIGHT - 199.61 (+/-2cm) 654.9 (feet) VERTCON3",654.9,False,652.08,
KT1701,,,,,
KT1156,"NAVD 88
 ORTHO HEIGHT - 200.44 (+/-2cm) 657.6 (feet) VERTCON3",657.6,False,654.67,
KT1502,"NAVD 88
 ORTHO HEIGHT - 203.88 (+/-2cm) 668.9 (feet) VERTCON3",668.9,False,665.89,
KT1154,,,,,
KT1152,,,,,
JS0692,"NAVD 88
 ORTHO HEIGHT - 205.96 (+/-2cm) 675.7 (feet) VERTCON3",675.7,False,673.08,
KT1150,,,,,
KT1149,"NAVD 88
 ORTHO HEIGHT - 211.65 (+/-2cm) 694.4 (feet) VERTCON3",694.4,False,691.46,
KS0638,"NAVD 88
 ORTHO HEIGHT - 211.71 (+/-2cm) 694.6 (feet) VERTCON3",694.6,True,692.14,
KT1645,,,,,
KT1148,"NAVD 88
 ORTHO HEIGHT - 213.92 (+/-2cm) 701.8 (feet) VERTCON3",701.8,False,698.9,
KT1147,"NAVD 88
 ORTHO HEIGHT - 216.83 (+/-2cm) 711.4 (feet) VERTCON3",711.4,False,708.43,
KT1641,,,,,
KT1501,"NAVD 88
 ORTHO HEIGHT - 223.603 (meters) 733.60 (feet) ADJUSTED",733.6,False,730.71,
KT1514,,,,,
KT1146,"NAVD 88
 ORTHO HEIGHT - 225.86 (+/-2cm) 741.0 (feet) VERTCON3",741.0,False,738.04,
KT1145,"NAVD 88
 ORTHO HEIGHT - 234.50 (+/-2cm) 769.4 (feet) VERTCON3",769.4,False,766.4,
LU0395,"NAVD 88
 ORTHO HEIGHT - 234.582 (meters) 769.62 (feet) ADJUSTED",769.62,False,767.1,
KT1505,,,,,
KS0637,"NAVD 88
 ORTHO HEIGHT - 240.43 (+/-2cm) 788.8 (feet) VERTCON3",788.8,True,786.33,
KT1511,"NAVD 88
 ORTHO HEIGHT - 246.959 (meters) 810.23 (feet) ADJUSTED",810.23,False,807.23,
LU0392,"NAVD 88
 ORTHO HEIGHT - 243.399 (meters) 798.55 (feet) ADJUSTED",798.55,False,796.06,
KT0403,"NAVD 88
 ORTHO HEIGHT - 249.76 (+/-2cm) 819.4 (feet) VERTCON3",819.4,False,816.78,
KT1174,"NAVD 88
 ORTHO HEIGHT - 251.43 (+/-2cm) 824.9 (feet) VERTCON3",824.9,False,821.94,
KT1144,"NAVD 88
 ORTHO HEIGHT - 264.08 (+/-2cm) 866.4 (feet) VERTCON3",866.4,False,863.42,
