pid,ts,designation,stCounty,refFrame,epoch,lat,latDms,latP2p,lon,lonDms,lonP2p,ellHt,ellHtP2p,datum,orthoHt,orthoHtP2p,observed,agency,monumentType,monumentDesc,setting,specificSetting,stamping,stability,magnetic,condition,description
HS2010,21097100123,KS 31 USBR,"CA,Merced County",NAD_83(2011),2010.0000,37.0688064500,N370407.70322,0.006,-120.8002480889,W1204800.89312,0.005,-2.531,0.017,NAVD88 (Computed using GEOID18),30.740,0.056,2021-04-05 16:21:00+00:00,Provost & Pritchard Consulting Group,Disk,Survey disk (other agency),Massive structures (other than listed below), ,K S 31,Monument will probably hold position well, ,S,FOUND IN GOOD CONDITION AS DESCRIBED
HS2012,21097101048,KS 29 USBR,"CA,Merced County",NAD_83(2011),2010.0000,37.0853662694,N370507.31857,0.005,-120.8164768694,W1204859.31673,0.004,-2.764,0.018,NAVD88 (Computed using GEOID18),30.480,0.057,2021-04-05 16:40:00+00:00,Provost & Pritchard Consulting Group,Disk,Survey disk (other agency),Massive structures (other than listed below), ,K S 29,Monument will probably hold position well, ,S,FOUND IN GOOD CONDITION AS DESCRIBED
HS2079,22222153533,Z 120,"CA,Stanislaus County",NAD_83(2011),2010.0000,37.8158157111,N374856.93656,0.005,-120.6573022000,W1203926.28792,0.002,70.894,0.014,NAVD88 (Computed using GEOID18),101.370,0.060,2022-08-09 17:24:00+00:00,Provost & Pritchard Consulting Group,Disk,Bench mark disk,In a boulder, ,330.190 Z 120 1932,May hold commonly subject to ground movement, ,S,FOUND IN GOOD CONDITION AS DESCRIBED
HS2136,20244170214,H 939,"CA,Stanislaus County",NAD_83(2011),2010.0000,37.5431259806,N373235.25353,0.006,-120.9021110194,W1205407.59967,0.003,-3.436,0.017,NAVD88 (Computed using GEOID18),28.570,0.056,2020-08-28 15:44:00+00:00,Provost & Pritchard Consulting Group,Disk,Bench mark disk,Set in top of concrete monument, ,H 939 1958,May hold commonly subject to ground movement, ,S,FOUND IN GOOD CONDITION AS DESCRIBED
HS2148,22021131811,G 717,"CA,Stanislaus County",NAD_83(2011),2010.0000,37.5510535111,N373303.79264,0.004,-120.8012441306,W1204804.47887,0.007,8.545,0.013,NAVD88 (Computed using GEOID18),40.303,0.057,2022-01-18 18:29:00+00:00,Provost & Pritchard Consulting Group,Disk,Bench mark disk,Set in top of concrete monument, ,G 717 1943,May hold commonly subject to ground movement, ,S,FOUND IN GOOD CONDITION AS DESCRIBED
HS2178,19030155918,T 679,"CA,Stanislaus County",NAD_83(2011),2010.0000,37.6445532500,N373840.39170,0.006,-120.6132930611,W1203647.85502,0.013,35.314,0.011,NAVD88 (Computed using GEOID18),66.221,0.064,2018-12-20 17:01:00+00:00,US Fish and Wildlife Service,Disk,Bench mark disk,Set in top of concrete monument, ,T 679 1943,May hold commonly subject to ground movement,No magnetic material,G,Recovered as described
HS2206,20253135429,4 TID,"CA,Stanislaus County",NAD_83(2011),2010.0000,37.5000107389,N373000.03866,0.006,-120.9675662389,W1205803.23846,0.001,-10.200,0.008,NAVD88 (Computed using GEOID18),22.030,0.058,2020-08-27 18:41:00+00:00,Provost & Pritchard Consulting Group,Disk,Survey disk (other agency),Massive structures (other than listed below), ,NO 4,Monument will probably hold position well, ,S,"FOUND IN LOCATION DESCRIBED. MARK FAINTLY SHOWS NO 4 BEHIND THE NEW STAMPING OF ""TID. 338, 70.40"""
HS2209,23354160609,M 939,"CA,Stanislaus County",NAD_83(2011),2010.0000,37.5071160389,N373025.61774,0.006,-120.9310511389,W1205551.78410,0.005,-7.135,0.005,NAVD88 (Computed using GEOID18),25.012,0.057,2023-12-12 20:26:00+00:00,Provost & Pritchard Consulting Group,Disk,Bench mark disk,Set in top of concrete monument, ,M 939 1958,May hold commonly subject to ground movement, ,S,FOUND IN GOOD CONDITION AS DESCRIBED
HS2247,21305081256,TRIGO AZ MK,"CA,San Joaquin County",NAD_83(2011),2010.0000,37.9304019306,N375549.44695,0.007,-120.9446143500,W1205640.61166,0.002,13.455,0.008,NAVD88 (Computed using GEOID18),44.674,0.059,2021-10-28 15:25:00+00:00,Provost & Pritchard Consulting Group,Disk,Azimuth mark disk,Set in top of concrete monument, ,TRIGO 1943,May hold commonly subject to ground movement,No magnetic material,S,FOUND IN GOOD CONDITION AS DESCRIBED
HS2277,21305113545,E 960,"CA,Stanislaus County",NAD_83(2011),2010.0000,37.8566992389,N375124.11726,0.014,-120.9099212889,W1205435.71664,0.002,20.600,0.002,NAVD88 (Computed using GEOID18),51.950,0.062,2021-10-27 17:02:00+00:00,Provost & Pritchard Consulting Group,Disk,Bench mark disk,Light structures (other than listed below), ,E 960 1963,Monuments of questionable or unknown reliability, ,S,FOUND IN GOOD CONDITION AS DESCRIBED
HS2341,20043160652,K 361,"CA,Merced County",NAD_83(2011),2010.0000,37.0588844389,N370331.98398,0.003,-121.0568786306,W1210324.76307,0.006,54.169,0.017,NAVD88 (Computed using GEOID18),86.992,0.056,2020-02-10 14:25:00+00:00,Provost & Pritchard Consulting Group,Disk,Bench mark disk,Retaining wall or concrete ledge, ,K 361 1952,May hold commonly subject to ground movement,No magnetic material,G,FOUND IN GOOD CONDITION AS DESCRIBED
HS2447,24022180027,M 1130,"CA,Stanislaus County",NAD_83(2011),2010.0000,37.4953057111,N372943.10056,0.007,-121.0638947611,W1210350.02114,0.005,-15.899,0.006,NAVD88 (Computed using GEOID18),16.501,0.057,2024-01-19 18:56:00+00:00,Provost & Pritchard Consulting Group,Disk,Bench mark disk,Retaining wall or concrete ledge, ,M 1130 1961,May hold commonly subject to ground movement, ,S,FOUND IN GOOD CONDITION AS DESCRIBED
HS2452,20244170036,R 1130,"CA,Stanislaus County",NAD_83(2011),2010.0000,37.4642701611,N372751.37258,0.005,-121.0308876306,W1210151.19547,0.005,-13.838,0.010,NAVD88 (Computed using GEOID18),18.592,0.062,2020-08-28 18:04:00+00:00,Provost & Pritchard Consulting Group,Disk,Bench mark disk,Massive structures (other than listed below), ,R 1130 1961,Monument will probably hold position well, ,S,FOUND IN GOOD CONDITION AS DESCRIBED
HS3429,24036123410,OLD RM 3=TIDAL 5,"CA,San Joaquin County",NAD_83(2011),2010.0000,37.8903110500,N375325.11978,0.009,-121.5692090694,W1213409.15265,0.006,-27.857,0.024,NAVD88 (Computed using GEOID18),4.452,0.069,2024-02-02 16:12:00+00:00,None,Disk,Reference mark disk,Set in top of concrete monument, ,OLD RM 3 1931,May hold commonly subject to ground movement,No magnetic material,S, 
HS4041,25045175823,M 1069,"CA,Contra Costa County",NAD_83(2011),2010.0000,37.8380239694,N375016.88629,0.004,-121.6033281889,W1213611.98148,0.006,-27.859,0.004,NAVD88 (Computed using GEOID18),4.379,0.061,2025-02-11 17:12:00+00:00,Provost & Pritchard Consulting Group,Disk,Bench mark disk,Massive structures (other than listed below), ,M 1069 1966,Monument will probably hold position well, ,S,Mark is an area of vertical instability due to groundwater changes.
HS4075,22083064054,L 1259,"CA,San Joaquin County",NAD_83(2011),2010.0000,37.6805607889,N374050.01884,0.002,-121.4528731611,W1212710.34338,0.005,44.200,0.014,NAVD88 (Computed using GEOID18),76.283,0.053,2022-03-22 15:08:00+00:00,Provost & Pritchard Consulting Group,Disk,Vertical control disk,Copper-clad steel rod without sleeve (10FT+ or 3.048M+), ,L 1259 1974,Monument will probably hold position well,Marker is a steel rod,S,FOUND IN GOOD CONDITION AS DESCRIBED
HS4412,21305081437,Z 1387,"CA,Stanislaus County",NAD_83(2011),2010.0000,37.7396298694,N374422.66753,0.002,-120.9189617000,W1205508.26212,0.006,15.941,0.003,NAVD88 (Computed using GEOID18),47.591,0.050,2021-10-28 14:38:00+00:00,Provost & Pritchard Consulting Group,Rod,Metal rod,Stainless steel rod without sleeve (10FT+ or 3.048M+), ,Z 1387 1986,Monument will probably hold position well, ,S,FOUND AS DESCRIBED
HS4416,22237182811,E 1388,"CA,Stanislaus County",NAD_83(2011),2010.0000,37.7765401111,N374635.54440,0.011,-120.8145743306,W1204852.46759,0.009,29.345,0.027,NAVD88 (Computed using GEOID18),60.628,0.071,2022-08-23 16:10:00+00:00,Provost & Pritchard Consulting Group,Rod,Metal rod,Stainless steel rod without sleeve (10FT+ or 3.048M+), ,E 1388 1986,Monument will probably hold position well, ,S,Found in good condition as previously described
HS4417,21062192100,F 1388,"CA,Stanislaus County",NAD_83(2011),2010.0000,37.7762212694,N374634.39657,0.001,-120.7934209889,W1204736.31556,0.004,41.474,0.010,NAVD88 (Computed using GEOID18),72.685,0.054,2021-03-01 17:50:00+00:00,Provost & Pritchard Consulting Group,Rod,Metal rod,Stainless steel rod without sleeve (10FT+ or 3.048M+), ,F 1388 1986,Monument will probably hold position well,Marker is a steel rod,S,FOUND IN GOOD CONDITION AS DESCRIBED
HS4488,20346102305,P 1413,"CA,San Joaquin County",NAD_83(2011),2010.0000,37.8885696889,N375318.85088,0.002,-121.2746552611,W1211628.75894,0.003,-26.878,0.003,NAVD88 (Computed using GEOID18),5.075,0.053,2020-12-08 16:30:00+00:00,Provost & Pritchard Consulting Group,Rod,Flange-encased rod,Stainless steel rod without sleeve (10FT+ or 3.048M+), ,P 1413 1987,Monument will probably hold position well,Marker is a steel rod,S,FOUND IN GOOD CONDITION AS DESCRIBED
HS4489,21022112827,Q 1413,"CA,San Joaquin County",NAD_83(2011),2010.0000,37.9076442000,N375427.51912,0.002,-121.2760183389,W1211633.66602,0.002,-27.264,0.005,NAVD88 (Computed using GEOID18),4.649,0.051,2020-12-08 16:40:00+00:00,Provost & Pritchard Consulting Group,Rod,Flange-encased rod,Stainless steel rod without sleeve (10FT+ or 3.048M+), ,Q 1413 1987,Monument will probably hold position well,Marker is a steel rod,S,MONUMENT HOUSING HAS BEEN MOVED AND SITS AGAINST THE STAINLESS STEEL ROD. ROD STILL APPEARS PLUMB.
HS4510,20244165913,109.28,"CA,Merced County",NAD_83(2011),2010.0000,37.4635592889,N372748.81344,0.008,-120.8126776611,W1204845.63958,0.004,1.839,0.005,NAVD88 (Computed using GEOID18),33.834,0.054,2020-08-28 15:25:00+00:00,Provost & Pritchard Consulting Group,Disk,Survey disk (other agency),Retaining wall or concrete ledge, ,T.I.D. 179.00 109.28,May hold commonly subject to ground movement, ,S,"FOUND IN GOOD CONDITION AS DESCRIBED, ALTHOUGH ""09"" OF 109.28 HAS BEEN FILED OFF."
HS4523,24346120529,E 1420,"CA,Merced County",NAD_83(2011),2010.0000,37.2881672806,N371717.40221,0.000,-120.4766117694,W1202835.80237,0.016,18.956,0.028,NAVD88 (Computed using GEOID18),50.923,0.065,2024-12-06 19:58:00+00:00,Provost & Pritchard Consulting Group,Rod,Flange-encased rod,Stainless steel rod without sleeve (10FT+ or 3.048M+), ,E 1420 1988,Monument will probably hold position well,No magnetic material,S,MARK SITS IN THE EASTERN PORTION OF THE CENTRAL VALLEY WHICH IS ON THE EDGE OF A SUBSIDENCE FEATURE. SUBIDENCE DUE TO GROUNDWATER OVERDRAFT WILL HAVE AN EFFECT ON THIS MARK WITH LOW TO MINIMAL EFFECT COMPARATIVELY.
HS4526,21266132326,R 1418,"CA,Merced County",NAD_83(2011),2010.0000,37.2111138611,N371240.00990,0.011,-120.3624771889,W1202144.91788,0.004,28.145,0.020,NAVD88 (Computed using GEOID18),60.348,0.059,2021-09-21 16:28:00+00:00,Provost & Pritchard Consulting Group,Rod,Metal rod,Stainless steel rod in sleeve (10FT+ or 3.048M+), ,R 1418 1988,Most reliable; expected to hold position well, ,S,FOUND IN GOOD CONDITION AS DESCRIBED
HS4530,24346121513,N 1414,"CA,Madera County",NAD_83(2011),2010.0000,37.1234683611,N370724.48610,0.019,-120.2548639806,W1201517.51033,0.025,39.314,0.010,NAVD88 (Computed using GEOID18),71.810,0.058,2024-12-07 20:07:00+00:00,Provost & Pritchard Consulting Group,Rod,Flange-encased rod,Stainless steel rod in sleeve (10FT+ or 3.048M+), ,N 1414 1987,May hold commonly subject to ground movement,No magnetic material,S,MARK IS FOUND IN A KNOWN SUBSIDENCE FEATURE. GROUNDWATER OVERDRAFT WILL HAVE AN IMPACT ON THIS MARK.
HS4633,20037155616,CRANE,"CA,Stanislaus County",NAD_83(2011),2010.0000,37.7327192389,N374357.78926,0.003,-120.8811397806,W1205252.10321,0.005,23.809,0.008,NAVD88 (Computed using GEOID18),55.379,0.056,2019-12-26 17:45:00+00:00,Provost & Pritchard Consulting Group,Disk,Survey disk (other agency),Set in top of concrete monument, ,CRANE 1973,May hold commonly subject to ground movement,No magnetic material,S,FOUND IN GOOD CONDITION AS DESCRIBED
HS4763,22153102708,STOCKTON SOUTHWEST BASE,"CA,San Joaquin County",NAD_83(2011),2010.0000,37.9920516194,N375931.38583,0.001,-121.3109243111,W1211839.32752,0.005,-27.192,0.006,NAVD88 (Computed using GEOID18),4.567,0.057,2021-11-23 19:06:00+00:00,East Bay Municipal Utility District,Disk,Triangulation station disk,Set in top of concrete monument, ,STOCKTON S.W. BASE 1954,May hold commonly subject to ground movement,No magnetic material,S, 
HS5141,24330155652,T 1444,"CA,Merced County",NAD_83(2011),2010.0000,37.0565095611,N370323.43442,0.023,-120.8474483194,W1205050.81395,0.040,2.612,0.002,NAVD88 (Computed using GEOID18),35.905,0.055,2024-11-22 20:01:00+00:00,Provost & Pritchard Consulting Group,Rod,Metal rod,Stainless steel rod in sleeve (10FT+ or 3.048M+), ,T 1444 1988,Most reliable; expected to hold position well,Marker is a steel rod,S,Mark is located in a known subsidence feature
HS5145,21098123334,U 1444,"CA,Merced County",NAD_83(2011),2010.0000,37.0569580306,N370325.04891,0.010,-120.8206724389,W1204914.42078,0.005,-0.564,0.010,NAVD88 (Computed using GEOID18),32.734,0.051,2021-04-06 14:46:00+00:00,Provost & Pritchard Consulting Group,Rod,Metal rod,Stainless steel rod without sleeve (10FT+ or 3.048M+), ,U 1444 1988,Monument will probably hold position well,No magnetic material,S,FOUND IN GOOD CONDITION AS DESCRIBED
HS5409,25211205303,HPGN CA 06 03,"CA,Madera County",NAD_83(2011),2010.0000,37.0844760806,N370504.11389,0.008,-120.2275393111,W1201339.14152,0.016,38.385,0.004,NAVD88 (Computed using GEOID18),70.969,0.055,2025-01-06 19:53:00+00:00,Provost & Pritchard Consulting Group,Disk,Survey disk (other agency),A metal rod driven into ground. Describe below., ,HPGN-CALIF. STA. 06-03 1991,Monuments of questionable or unknown reliability,No magnetic material,G,mark is in a known subsidence feature. groundwater extraction and compaction of aquifers will have an impact on this mark.
HS5410,20154174213,HPGN CA 10 01,"CA,Merced County",NAD_83(2011),2010.0000,37.0547186694,N370316.98721,0.008,-120.7430645111,W1204435.03224,0.026,-2.724,0.003,NAVD88 (Computed using GEOID18),30.539,0.051,2020-05-29 16:37:00+00:00,Provost & Pritchard Consulting Group,Disk,Survey disk (other agency),Aluminum alloy rod without sleeve (10FT+ or 3.048M+), ,HPGN-CALIF. STA.10-01 1991,Monument will probably hold position well,No magnetic material,S,FOUND IN GOOD CONDITION AS DESCRIBED
HS5411,21355135735,HPGN CA 10 03,"CA,Merced County",NAD_83(2011),2010.0000,37.4936042306,N372936.97523,0.005,-120.5010425306,W1203003.75311,0.010,31.706,0.015,NAVD88 (Computed using GEOID18),62.811,0.063,2021-03-23 14:14:00+00:00,Towill Incorporated,Disk,Survey disk (other agency),Aluminum alloy rod without sleeve (10FT+ or 3.048M+), ,HPGN-CALIF. STA.10-03 1991,Monument will probably hold position well,No magnetic material,S, 
HS5412,20275165645,HPGN CA 10 04,"CA,Stanislaus County",NAD_83(2011),2010.0000,37.4642467611,N372751.28834,0.008,-121.1778935111,W1211040.41664,0.001,40.525,0.007,NAVD88 (Computed using GEOID18),72.888,0.061,2020-08-26 17:44:00+00:00,Provost & Pritchard Consulting Group,Disk,Survey disk (other agency),Aluminum alloy rod without sleeve (10FT+ or 3.048M+), ,HPGN-CALIF. STA. 10-04 1991,Monument will probably hold position well,Marker equipped with bar magnet,S,FOUND IN GOOD CONDITION AS DESCRIBED
HS5446,20064084007,LIVINGSTON RESET,"CA,Merced County",NAD_83(2011),2010.0000,37.3867496889,N372312.29888,0.005,-120.7210776889,W1204315.87968,0.001,8.864,0.018,NAVD88 (Computed using GEOID18),40.880,0.057,2020-02-25 16:24:00+00:00,Provost & Pritchard Consulting Group,Disk,Horizontal control disk,Set in top of concrete monument, ,LIVINGSTON 1931 1982,May hold commonly subject to ground movement,No magnetic material,S,FOUND IN GOOD CONDITION AS DESCRIBED
HS5465,20202173323,W 938 RESET,"CA,Merced County",NAD_83(2011),2010.0000,37.1981714306,N371153.41715,0.009,-120.4880578611,W1202917.00830,0.005,11.513,0.028,NAVD88 (Computed using GEOID18),43.896,0.062,2020-05-08 16:44:00+00:00,Provost & Pritchard Consulting Group,Disk,Vertical control disk,Massive structures (other than listed below), ,W 938 RESET 1980,Monument will probably hold position well,No magnetic material,S,FOUND IN GOOD CONDITION AS DESCRIBED
HS5474,20244163400,CROWS SOUTH,"CA,Stanislaus County",NAD_83(2011),2010.0000,37.3993839194,N372357.78211,0.008,-121.1113882389,W1210640.99766,0.004,19.853,0.008,NAVD88 (Computed using GEOID18),52.415,0.063,2020-08-26 16:56:00+00:00,Provost & Pritchard Consulting Group,Rod,Metal rod,Stainless steel rod without sleeve (10FT+ or 3.048M+), ,CROWS SOUTH 1994,Most reliable; expected to hold position well,No magnetic material,S,FOUND IN GOOD CONDITION AS DESCRIBED
HS5475,20244164410,VISTA,"CA,Stanislaus County",NAD_83(2011),2010.0000,37.4278305694,N372540.19005,0.009,-121.1571681611,W1210925.80538,0.004,85.499,0.020,NAVD88 (Computed using GEOID18),117.934,0.066,2020-08-26 18:04:00+00:00,Provost & Pritchard Consulting Group,Other,See description,Object surrounded by mass of concrete, , ,Monuments of questionable or unknown reliability,Steel spike imbedded in monument,S,FOUND IN GOOD CONDITION AS DESCRIBED
HS5477,20244163559,A P,"CA,Stanislaus County",NAD_83(2011),2010.0000,37.4133443611,N372448.03970,0.010,-121.1082703000,W1210629.77308,0.006,11.234,0.009,NAVD88 (Computed using GEOID18),43.782,0.064,2020-08-26 17:17:00+00:00,Provost & Pritchard Consulting Group,Disk,Survey disk (other agency),Mat foundation or concrete slab other than pavement, ,A P,May hold commonly subject to ground movement,No magnetic material,S,FOUND IN GOOD CONDITION AS DESCRIBED
JS0755,21344143620,G 1200,"CA,Placer County",NAD_83(2011),2010.0000,38.7860764000,N384709.87504,0.006,-121.2422497694,W1211432.09917,0.008,47.390,0.012,NAVD88 (Computed using GEOID18),77.298,0.052,2021-12-03 16:09:00+00:00,Sacramento County California,Disk,Bench mark disk,In rock outcrop or ledge, ,G 1200 1969,Most reliable; expected to hold position well,No magnetic material,S, 
JS0863,21326135303,T 952 RESET,"CA,Sacramento County",NAD_83(2011),2010.0000,38.5400035389,N383224.01274,0.007,-121.3750355194,W1212230.12787,0.010,-15.351,0.009,NAVD88 (Computed using GEOID18),15.258,0.055,2021-10-13 15:48:00+00:00,Sacramento County California,Disk,Bench mark disk,Retaining wall or concrete ledge, ,T 952 RESET 1970,May hold commonly subject to ground movement, ,S, 
JS0974,21344114942,X 1199,"CA,Sacramento County",NAD_83(2011),2010.0000,38.6674732194,N384002.90359,0.003,-121.3739395111,W1212226.18224,0.010,-1.581,0.025,NAVD88 (Computed using GEOID18),28.908,0.062,2021-12-03 16:18:00+00:00,Sacramento County California,Disk,Bench mark disk,Retaining wall or concrete ledge, ,X 1199 1969,May hold commonly subject to ground movement, ,S, 
JS1075,21277172251,J 463,"CA,Sacramento County",NAD_83(2011),2010.0000,38.3026569500,N381809.56502,0.007,-121.4209799500,W1212515.52782,0.007,-24.778,0.010,NAVD88 (Computed using GEOID18),6.365,0.054,2021-09-29 14:54:00+00:00,Sacramento County California,Disk,Bench mark disk,Mat foundation or concrete slab other than pavement, ,J 463 1951,May hold commonly subject to ground movement,No magnetic material,S, 
