pid,navd88_match_line,navd88_ft,ngvd29_flag,ngvd29_ft,error
GU0805,,,,,
GU0725,"NAVD 88
 ORTHO HEIGHT - 60.45 (+/-2cm) 198.3 (feet) VERTCON3",198.3,False,197.0,
GT0696,,,,,
HS0190,"NAVD 88
 ORTHO HEIGHT - 61.90 (+/-2cm) 203.1 (feet) VERTCON3",203.1,False,200.4,
JT1536,,,,,
HS1244,"NAVD 88
 ORTHO HEIGHT - 62.65 (+/-2cm) 205.5 (feet) VERTCON3",205.5,False,202.9,
GU0724,"NAVD 88
 ORTHO HEIGHT - 62.42 (+/-2cm) 204.8 (feet) VERTCON3",204.8,False,203.3,
HS2114,"NAVD 88
 ORTHO HEIGHT - 63.11 (+/-2cm) 207.1 (feet) VERTCON3",207.1,False,204.52,
HS1679,"NAVD 88
 ORTHO HEIGHT - 63.32 (+/-2cm) 207.7 (feet) VERTCON3",207.7,False,205.25,
HS1243,"NAVD 88
 ORTHO HEIGHT - 63.50 (+/-2cm) 208.3 (feet) VERTCON3",208.3,False,205.68,
HS1241,,,,,
HS1233,"NAVD 88
 ORTHO HEIGHT - 63.65 (+/-2cm) 208.8 (feet) VERTCON3",208.8,False,206.2,
HS2111,"NAVD 88
 ORTHO HEIGHT - 63.68 (+/-2cm) 208.9 (feet) VERTCON3",208.9,False,206.37,
HS2113,"NAVD 88
 ORTHO HEIGHT - 63.79 (+/-2cm) 209.3 (feet) VERTCON3",209.3,False,206.73,
HS1245,"NAVD 88
 ORTHO HEIGHT - 64.05 (+/-2cm) 210.1 (feet) VERTCON3",210.1,False,207.47,
GU0807,"NAVD 88
 ORTHO HEIGHT - 60.80 (+/-2cm) 199.5 (feet) VERTCON3",199.5,False,197.54,
HS1242,"NAVD 88
 ORTHO HEIGHT - 64.31 (+/-2cm) 211.0 (feet) VERTCON3",211.0,False,208.33,
GU0723,"NAVD 88
 ORTHO HEIGHT - 64.33 (+/-2cm) 211.1 (feet) VERTCON3",211.1,False,209.51,
HS0189,"NAVD 88
 ORTHO HEIGHT - 65.04 (+/-2cm) 213.4 (feet) VERTCON3",213.4,False,210.7,
HS2101,"NAVD 88
 ORTHO HEIGHT - 65.24 (+/-2cm) 214.0 (feet) VERTCON3",214.0,False,211.43,
HS4250,,,,,
GT0979,"NAVD 88
 ORTHO HEIGHT - 63.342 (meters) 207.81 (feet) ADJUSTED",207.81,False,207.89,
HS3462,,,,,
HS1246,"NAVD 88
 ORTHO HEIGHT - 65.80 (+/-2cm) 215.9 (feet) VERTCON3",215.9,False,213.18,
JS0410,"NAVD 88
 ORTHO HEIGHT - 65.77 (+/-2cm) 215.8 (feet) VERTCON3",215.8,False,213.01,
HS2112,"NAVD 88
 ORTHO HEIGHT - 65.76 (+/-2cm) 215.7 (feet) VERTCON3",215.7,False,213.19,
HS3569,,,,,
JS0400,"NAVD 88
 ORTHO HEIGHT - 66.18 (+/-2cm) 217.1 (feet) VERTCON3",217.1,False,214.27,
HS2098,,,,,
JS0454,"NAVD 88
 ORTHO HEIGHT - 66.83 (+/-2cm) 219.3 (feet) VERTCON3",219.3,False,216.47,
GT0994,,,,,
GT0991,,,,,
GU0722,"NAVD 88
 ORTHO HEIGHT - 66.86 (+/-2cm) 219.4 (feet) VERTCON3",219.4,False,217.7,
HS1681,"NAVD 88
 ORTHO HEIGHT - 66.93 (+/-2cm) 219.6 (feet) VERTCON3",219.6,False,217.09,
JS0411,"NAVD 88
 ORTHO HEIGHT - 67.27 (+/-2cm) 220.7 (feet) VERTCON3",220.7,False,217.9,
HS3468,"NAVD 88
 ORTHO HEIGHT - 67.59 (+/-2cm) 221.8 (feet) VERTCON3",221.8,False,218.99,
JS0397,,,,,
JS0398,"NAVD 88
 ORTHO HEIGHT - 67.72 (+/-2cm) 222.2 (feet) VERTCON3",222.2,False,219.4,
GU0809,"NAVD 88
 ORTHO HEIGHT - 65.63 (+/-2cm) 215.3 (feet) VERTCON3",215.3,False,213.36,
JT0260,"NAVD 88
 ORTHO HEIGHT - 68.23 (+/-2cm) 223.9 (feet) VERTCON3",223.9,False,221.29,
HS1247,"NAVD 88
 ORTHO HEIGHT - 68.45 (+/-2cm) 224.6 (feet) VERTCON3",224.6,False,221.86,
GT1035,,,,,
GT1005,,,,,
GT1008,"NAVD 88
 ORTHO HEIGHT - 66.15 (+/-2cm) 217.0 (feet) VERTCON3",217.0,False,218.87,
HS1248,"NAVD 88
 ORTHO HEIGHT - 69.16 (+/-2cm) 226.9 (feet) VERTCON3",226.9,False,224.2,
HS1682,"NAVD 88
 ORTHO HEIGHT - 69.19 (+/-2cm) 227.0 (feet) VERTCON3",227.0,False,224.54,
GT1006,"NAVD 88
 ORTHO HEIGHT - 66.40 (+/-2cm) 217.8 (feet) VERTCON3",217.8,False,219.65,
HS2100,"NAVD 88
 ORTHO HEIGHT - 69.32 (+/-2cm) 227.4 (feet) VERTCON3",227.4,False,224.8,
GT1000,"NAVD 88
 ORTHO HEIGHT - 66.80 (+/-2cm) 219.2 (feet) VERTCON3",219.2,False,221.16,
GT1001,"NAVD 88
 ORTHO HEIGHT - 66.65 (+/-2cm) 218.7 (feet) VERTCON3",218.7,False,220.64,
HS1235,,,,,
GU0720,"NAVD 88
 ORTHO HEIGHT - 69.43 (+/-2cm) 227.8 (feet) VERTCON3",227.8,False,226.1,
HS1683,"NAVD 88
 ORTHO HEIGHT - 70.90 (+/-2cm) 232.6 (feet) VERTCON3",232.6,False,230.13,
GT1009,"NAVD 88
 ORTHO HEIGHT - 67.20 (+/-2cm) 220.5 (feet) VERTCON3",220.5,False,222.5,
HS3601,"NAVD 88
 ORTHO HEIGHT - 70.83 (+/-2cm) 232.4 (feet) VERTCON3",232.4,True,230.73,
HS1249,"NAVD 88
 ORTHO HEIGHT - 71.24 (+/-2cm) 233.7 (feet) VERTCON3",233.7,False,231.02,
HS1250,"NAVD 88
 ORTHO HEIGHT - 71.67 (+/-2cm) 235.1 (feet) VERTCON3",235.1,False,232.41,
HS1684,"NAVD 88
 ORTHO HEIGHT - 71.30 (+/-2cm) 233.9 (feet) VERTCON3",233.9,False,231.44,
GU1100,,,,,
HS3605,"NAVD 88
 ORTHO HEIGHT - 71.93 (+/-2cm) 236.0 (feet) VERTCON3",236.0,True,234.45,
HS4251,,,,,
HT0812,"NAVD 88
 ORTHO HEIGHT - 72.73 (+/-2cm) 238.6 (feet) VERTCON3",238.6,False,235.88,
GT0970,,,,,
GT1013,"NAVD 88
 ORTHO HEIGHT - 69.63 (+/-2cm) 228.4 (feet) VERTCON3",228.4,False,231.46,
GT0968,"NAVD 88
 ORTHO HEIGHT - 69.45 (+/-2cm) 227.9 (feet) VERTCON3",227.9,False,231.22,
HS2115,"NAVD 88
 ORTHO HEIGHT - 73.14 (+/-2cm) 240.0 (feet) VERTCON3",240.0,False,237.42,
HS1251,,,,,
GT1040,"NAVD 88
 ORTHO HEIGHT - 71.09 (+/-2cm) 233.2 (feet) VERTCON3",233.2,False,232.24,
HS2060,,,,,
GU0811,"NAVD 88
 ORTHO HEIGHT - 68.68 (+/-2cm) 225.3 (feet) VERTCON3",225.3,False,223.32,
HS2118,,,,,
GT0963,"NAVD 88
 ORTHO HEIGHT - 70.99 (+/-2cm) 232.9 (feet) VERTCON3",232.9,False,236.3,
JS2422,,,,,
GU0716,"NAVD 88
 ORTHO HEIGHT - 74.76 (+/-2cm) 245.3 (feet) VERTCON3",245.3,False,243.53,
JS0378,"NAVD 88
 ORTHO HEIGHT - 74.98 (+/-2cm) 246.0 (feet) VERTCON3",246.0,False,243.4,
GT0962,"NAVD 88
 ORTHO HEIGHT - 71.26 (+/-2cm) 233.8 (feet) VERTCON3",233.8,False,237.16,
JT0515,,,,,
HS1685,"NAVD 88
 ORTHO HEIGHT - 75.49 (+/-2cm) 247.7 (feet) VERTCON3",247.7,False,245.18,
GT0957,,,,,
GT0954,"NAVD 88
 ORTHO HEIGHT - 72.38 (+/-2cm) 237.5 (feet) VERTCON3",237.5,False,240.6,
GT0952,"NAVD 88
 ORTHO HEIGHT - 72.49 (+/-2cm) 237.8 (feet) VERTCON3",237.8,False,240.98,
GU0715,,,,,
GU0712,,,,,
GT0953,"NAVD 88
 ORTHO HEIGHT - 72.69 (+/-2cm) 238.5 (feet) VERTCON3",238.5,False,241.63,
HS1253,"NAVD 88
 ORTHO HEIGHT - 76.05 (+/-2cm) 249.5 (feet) VERTCON3",249.5,False,246.81,
GU0813,"NAVD 88
 ORTHO HEIGHT - 71.90 (+/-2cm) 235.9 (feet) VERTCON3",235.9,False,233.79,
GT0911,"NAVD 88
 ORTHO HEIGHT - 74.191 (meters) 243.41 (feet) ADJUSTED",243.41,False,245.98,
JS0381,"NAVD 88
 ORTHO HEIGHT - 76.47 (+/-2cm) 250.9 (feet) VERTCON3",250.9,False,248.24,
HS1254,"NAVD 88
 ORTHO HEIGHT - 76.58 (+/-2cm) 251.2 (feet) VERTCON3",251.2,False,248.6,
HS2103,"NAVD 88
 ORTHO HEIGHT - 76.70 (+/-2cm) 251.6 (feet) VERTCON3",251.6,False,249.0,
JS0419,,,,,
JS1362,"NAVD 88
 ORTHO HEIGHT - 76.75 (+/-2cm) 251.8 (feet) VERTCON3",251.8,False,249.24,
GT0915,"NAVD 88
 ORTHO HEIGHT - 75.39 (+/-2cm) 247.3 (feet) VERTCON3",247.3,False,249.42,
GU1085,"NAVD 88
 ORTHO HEIGHT - 76.82 (+/-2cm) 252.0 (feet) VERTCON3",252.0,False,250.24,
GU1087,"NAVD 88
 ORTHO HEIGHT - 76.93 (+/-2cm) 252.4 (feet) VERTCON3",252.4,False,250.59,
GT0907,,,,,
HS1202,"NAVD 88
 ORTHO HEIGHT - 77.19 (+/-2cm) 253.2 (feet) VERTCON3",253.2,False,250.61,
GT0916,"NAVD 88
 ORTHO HEIGHT - 75.76 (+/-2cm) 248.6 (feet) VERTCON3",248.6,False,250.45,
HS2104,"NAVD 88
 ORTHO HEIGHT - 77.22 (+/-2cm) 253.3 (feet) VERTCON3",253.3,False,250.75,
GT0941,,,,,
GT0917,"NAVD 88
 ORTHO HEIGHT - 76.37 (+/-2cm) 250.6 (feet) VERTCON3",250.6,False,252.27,
HS1255,"NAVD 88
 ORTHO HEIGHT - 77.87 (+/-2cm) 255.5 (feet) VERTCON3",255.5,False,252.9,
GU1086,"NAVD 88
 ORTHO HEIGHT - 77.64 (+/-2cm) 254.7 (feet) VERTCON3",254.7,False,252.93,
GT0918,"NAVD 88
 ORTHO HEIGHT - 76.89 (+/-2cm) 252.3 (feet) VERTCON3",252.3,False,253.82,
GU0710,,,,,
GT0920,"NAVD 88
 ORTHO HEIGHT - 77.45 (+/-2cm) 254.1 (feet) VERTCON3",254.1,False,255.73,
HS1256,"NAVD 88
 ORTHO HEIGHT - 79.09 (+/-2cm) 259.5 (feet) VERTCON3",259.5,False,256.87,
GT0919,"NAVD 88
 ORTHO HEIGHT - 77.82 (+/-2cm) 255.3 (feet) VERTCON3",255.3,False,256.69,
GT1051,,,,,
JS0392,"NAVD 88
 ORTHO HEIGHT - 79.58 (+/-2cm) 261.1 (feet) VERTCON3",261.1,False,258.33,
HS1032,"NAVD 88
 ORTHO HEIGHT - 79.76 (+/-2cm) 261.7 (feet) VERTCON3",261.7,False,259.21,
HS1686,"NAVD 88
 ORTHO HEIGHT - 80.05 (+/-2cm) 262.6 (feet) VERTCON3",262.6,False,260.13,
HS1220,"NAVD 88
 ORTHO HEIGHT - 80.31 (+/-2cm) 263.5 (feet) VERTCON3",263.5,False,260.97,
HS1258,"NAVD 88
 ORTHO HEIGHT - 80.36 (+/-2cm) 263.6 (feet) VERTCON3",263.6,False,261.09,
GT0894,"NAVD 88
 ORTHO HEIGHT - 79.33 (+/-2cm) 260.3 (feet) VERTCON3",260.3,False,261.07,
FU1231,"NAVD 88
 ORTHO HEIGHT - 80.300 (meters) 263.45 (feet) ADJUSTED",263.45,False,260.82,
HS3469,"NAVD 88
 ORTHO HEIGHT - 80.63 (+/-2cm) 264.5 (feet) VERTCON3",264.5,True,261.79,
GU1076,,,,,
HS2116,"NAVD 88
 ORTHO HEIGHT - 81.12 (+/-2cm) 266.1 (feet) VERTCON3",266.1,False,263.61,
FU3274,,,,,
GT0409,"NAVD 88
 ORTHO HEIGHT - 78.98 (+/-2cm) 259.1 (feet) VERTCON3",259.1,False,261.35,
HS2120,"NAVD 88
 ORTHO HEIGHT - 81.40 (+/-2cm) 267.1 (feet) VERTCON3",267.1,False,264.57,
GT0408,,,,,
GU0821,,,,,
GT0892,,,,,
JS0383,"NAVD 88
 ORTHO HEIGHT - 81.98 (+/-2cm) 269.0 (feet) VERTCON3",269.0,False,266.28,
GU1071,"NAVD 88
 ORTHO HEIGHT - 82.15 (+/-2cm) 269.5 (feet) VERTCON3",269.5,False,267.6,
GT0634,"NAVD 88
 ORTHO HEIGHT - 80.45 (+/-2cm) 263.9 (feet) VERTCON3",263.9,False,265.15,
FU1951,,,,,
FU1949,"NAVD 88
 ORTHO HEIGHT - 82.604 (meters) 271.01 (feet) ADJUSTED",271.01,False,268.36,
GT0401,"NAVD 88
 ORTHO HEIGHT - 80.49 (+/-2cm) 264.1 (feet) VERTCON3",264.1,False,266.16,
HS2078,"NAVD 88
 ORTHO HEIGHT - 82.852 (meters) 271.82 (feet) ADJUSTED",271.82,False,269.35,
FU1954,"NAVD 88
 ORTHO HEIGHT - 82.922 (meters) 272.05 (feet) ADJUSTED",272.05,False,269.2,
GU1092,"NAVD 88
 ORTHO HEIGHT - 82.99 (+/-2cm) 272.3 (feet) VERTCON3",272.3,False,270.38,
GT0631,,,,,
FU1064,"NAVD 88
 ORTHO HEIGHT - 80.17 (+/-2cm) 263.0 (feet) VERTCON3",263.0,False,263.24,
GU1091,"NAVD 88
 ORTHO HEIGHT - 83.05 (+/-2cm) 272.5 (feet) VERTCON3",272.5,False,270.59,
FU1930,"NAVD 88
 ORTHO HEIGHT - 83.18 (+/-2cm) 272.9 (feet) VERTCON3",272.9,False,270.33,
HS1259,"NAVD 88
 ORTHO HEIGHT - 83.30 (+/-2cm) 273.3 (feet) VERTCON3",273.3,False,270.75,
GU1090,"NAVD 88
 ORTHO HEIGHT - 83.17 (+/-2cm) 272.9 (feet) VERTCON3",272.9,False,270.97,
HS3600,"NAVD 88
 ORTHO HEIGHT - 83.14 (+/-2cm) 272.8 (feet) VERTCON3",272.8,True,270.91,
HT0094,"NAVD 88
 ORTHO HEIGHT - 83.51 (+/-2cm) 274.0 (feet) VERTCON3",274.0,False,271.14,
GU1080,"NAVD 88
 ORTHO HEIGHT - 83.54 (meters) 274.1 (feet) GPS OBS",274.1,False,272.26,
HT0813,"NAVD 88
 ORTHO HEIGHT - 83.90 (+/-2cm) 275.3 (feet) VERTCON3",275.3,False,272.53,
GT1150,,,,,
GT0417,,,,,
FU1931,"NAVD 88
 ORTHO HEIGHT - 84.05 (+/-2cm) 275.8 (feet) VERTCON3",275.8,False,273.18,
GT0891,"NAVD 88
 ORTHO HEIGHT - 84.04 (+/-2cm) 275.7 (feet) VERTCON3",275.7,False,275.07,
GT0630,"NAVD 88
 ORTHO HEIGHT - 83.10 (+/-2cm) 272.6 (feet) VERTCON3",272.6,False,273.61,
FU1075,,,,,
FU1959,,,,,
FU1932,"NAVD 88
 ORTHO HEIGHT - 84.77 (+/-2cm) 278.1 (feet) VERTCON3",278.1,False,275.54,
FU1086,,,,,
HS3572,"NAVD 88
 ORTHO HEIGHT - 85.31 (+/-2cm) 279.9 (feet) VERTCON3",279.9,False,277.09,
JS0409,"NAVD 88
 ORTHO HEIGHT - 85.26 (+/-2cm) 279.7 (feet) VERTCON3",279.7,False,276.9,
GT1162,"NAVD 88
 ORTHO HEIGHT - 85.23 (+/-2cm) 279.6 (feet) VERTCON3",279.6,False,278.71,
HS1260,"NAVD 88
 ORTHO HEIGHT - 85.90 (+/-2cm) 281.8 (feet) VERTCON3",281.8,False,279.28,
GT0887,,,,,
GU1094,,,,,
GT0884,"NAVD 88
 ORTHO HEIGHT - 86.45 (+/-2cm) 283.6 (feet) VERTCON3",283.6,False,282.37,
GT0609,"NAVD 88
 ORTHO HEIGHT - 85.72 (+/-2cm) 281.2 (feet) VERTCON3",281.2,False,281.6,
JS0413,"NAVD 88
 ORTHO HEIGHT - 87.40 (+/-2cm) 286.7 (feet) VERTCON3",286.7,False,284.0,
HS1265,"NAVD 88
 ORTHO HEIGHT - 87.51 (+/-2cm) 287.1 (feet) VERTCON3",287.1,False,284.65,
GU1568,"NAVD 88
 ORTHO HEIGHT - 83.32 (+/-2cm) 273.4 (feet) VERTCON3",273.4,False,271.29,
GT0628,"NAVD 88
 ORTHO HEIGHT - 86.55 (+/-2cm) 284.0 (feet) VERTCON3",284.0,False,284.65,
FU1110,,,,,
FU2162,"NAVD 88
 ORTHO HEIGHT - 87.83 (+/-2cm) 288.2 (feet) VERTCON3",288.2,False,285.57,
GT0605,,,,,
GT0595,"NAVD 88
 ORTHO HEIGHT - 86.84 (+/-2cm) 284.9 (feet) VERTCON3",284.9,False,285.21,
HS2117,"NAVD 88
 ORTHO HEIGHT - 88.38 (+/-2cm) 290.0 (feet) VERTCON3",290.0,False,287.46,
GT0593,"NAVD 88
 ORTHO HEIGHT - 87.30 (+/-2cm) 286.4 (feet) VERTCON3",286.4,False,286.72,
FU2163,"NAVD 88
 ORTHO HEIGHT - 88.86 (+/-2cm) 291.5 (feet) VERTCON3",291.5,False,288.9,
HS1261,"NAVD 88
 ORTHO HEIGHT - 89.31 (+/-2cm) 293.0 (feet) VERTCON3",293.0,False,290.5,
GT0857,"NAVD 88
 ORTHO HEIGHT - 89.13 (+/-2cm) 292.4 (feet) VERTCON3",292.4,False,291.13,
GT0883,,,,,
HS1305,"NAVD 88
 ORTHO HEIGHT - 89.57 (+/-2cm) 293.9 (feet) VERTCON3",293.9,False,291.48,
JS0393,"NAVD 88
 ORTHO HEIGHT - 89.90 (+/-2cm) 294.9 (feet) VERTCON3",294.9,False,292.2,
GU1573,"NAVD 88
 ORTHO HEIGHT - 85.39 (+/-2cm) 280.2 (feet) VERTCON3",280.2,False,277.84,
HS1304,"NAVD 88
 ORTHO HEIGHT - 90.02 (+/-2cm) 295.3 (feet) VERTCON3",295.3,False,292.96,
HS1303,"NAVD 88
 ORTHO HEIGHT - 90.25 (+/-2cm) 296.1 (feet) VERTCON3",296.1,False,293.73,
HS1306,"NAVD 88
 ORTHO HEIGHT - 90.46 (+/-2cm) 296.8 (feet) VERTCON3",296.8,False,294.4,
JS0380,"NAVD 88
 ORTHO HEIGHT - 90.35 (+/-2cm) 296.4 (feet) VERTCON3",296.4,False,293.8,
HS3598,,,,,
JS0391,"NAVD 88
 ORTHO HEIGHT - 90.69 (+/-2cm) 297.5 (feet) VERTCON3",297.5,False,294.8,
JS0415,"NAVD 88
 ORTHO HEIGHT - 90.73 (+/-2cm) 297.7 (feet) VERTCON3",297.7,False,294.9,
GT0882,"NAVD 88
 ORTHO HEIGHT - 90.49 (+/-2cm) 296.9 (feet) VERTCON3",296.9,False,295.03,
HS1302,,,,,
GT0624,"NAVD 88
 ORTHO HEIGHT - 89.77 (+/-2cm) 294.5 (feet) VERTCON3",294.5,False,294.76,
FU0791,,,,,
HS1266,"NAVD 88
 ORTHO HEIGHT - 90.99 (+/-2cm) 298.5 (feet) VERTCON3",298.5,False,296.06,
HS1268,"NAVD 88
 ORTHO HEIGHT - 91.32 (+/-2cm) 299.6 (feet) VERTCON3",299.6,False,297.17,
JS0385,"NAVD 88
 ORTHO HEIGHT - 91.54 (+/-2cm) 300.3 (feet) VERTCON3",300.3,False,297.6,
JS0394,,,,,
HT0092,,,,,
HS3470,,,,,
JS0418,"NAVD 88
 ORTHO HEIGHT - 92.25 (+/-2cm) 302.7 (feet) VERTCON3",302.7,False,299.95,
HT0050,"NAVD 88
 ORTHO HEIGHT - 92.59 (+/-2cm) 303.8 (feet) VERTCON3",303.8,True,300.81,
FU2164,"NAVD 88
 ORTHO HEIGHT - 92.51 (+/-2cm) 303.5 (feet) VERTCON3",303.5,False,300.9,
HS1263,"NAVD 88
 ORTHO HEIGHT - 92.66 (+/-2cm) 304.0 (feet) VERTCON3",304.0,False,301.5,
JS0396,"NAVD 88
 ORTHO HEIGHT - 92.72 (+/-2cm) 304.2 (feet) VERTCON3",304.2,False,301.43,
JS0412,"NAVD 88
 ORTHO HEIGHT - 93.23 (+/-2cm) 305.9 (feet) VERTCON3",305.9,False,303.05,
HT0163,"NAVD 88
 ORTHO HEIGHT - 93.13 (+/-2cm) 305.5 (feet) VERTCON3",305.5,False,302.69,
GT0843,,,,,
FU1939,,,,,
FU0787,,,,,
GU2846,,,,,
FU1934,,,,,
FU1933,,,,,
FU1935,,,,,
HS1269,"NAVD 88
 ORTHO HEIGHT - 94.55 (+/-2cm) 310.2 (feet) VERTCON3",310.2,False,307.75,
FU1057,,,,,
GT0842,"NAVD 88
 ORTHO HEIGHT - 95.00 (+/-2cm) 311.7 (feet) VERTCON3",311.7,False,309.53,
FU2165,"NAVD 88
 ORTHO HEIGHT - 95.54 (+/-2cm) 313.5 (feet) VERTCON3",313.5,False,310.83,
FU2166,"NAVD 88
 ORTHO HEIGHT - 95.66 (+/-2cm) 313.8 (feet) VERTCON3",313.8,False,311.3,
FU1055,,,,,
FU1144,"NAVD 88
 ORTHO HEIGHT - 95.18 (+/-2cm) 312.3 (feet) VERTCON3",312.3,False,309.89,
GU0108,"NAVD 88
 ORTHO HEIGHT - 94.04 (+/-2cm) 308.5 (feet) VERTCON3",308.5,False,306.1,
HS2119,"NAVD 88
 ORTHO HEIGHT - 96.14 (+/-2cm) 315.4 (feet) VERTCON3",315.4,False,312.94,
GT0841,"NAVD 88
 ORTHO HEIGHT - 96.11 (+/-2cm) 315.3 (feet) VERTCON3",315.3,False,313.11,
AX6780,,,,,
HS1270,"NAVD 88
 ORTHO HEIGHT - 96.46 (+/-2cm) 316.5 (feet) VERTCON3",316.5,False,314.05,
HS3466,"NAVD 88
 ORTHO HEIGHT - 96.64 (+/-2cm) 317.1 (feet) VERTCON3",317.1,True,314.44,
FU2167,"NAVD 88
 ORTHO HEIGHT - 96.85 (+/-2cm) 317.7 (feet) VERTCON3",317.7,False,315.11,
FU1051,"NAVD 88
 ORTHO HEIGHT - 96.28 (+/-2cm) 315.9 (feet) VERTCON3",315.9,False,313.58,
GT0840,"NAVD 88
 ORTHO HEIGHT - 97.91 (+/-2cm) 321.2 (feet) VERTCON3",321.2,False,318.99,
GT0839,"NAVD 88
 ORTHO HEIGHT - 97.66 (+/-2cm) 320.4 (feet) VERTCON3",320.4,False,318.17,
GT0835,,,,,
GT0838,"NAVD 88
 ORTHO HEIGHT - 98.45 (+/-2cm) 323.0 (feet) VERTCON3",323.0,False,320.82,
GT0834,"NAVD 88
 ORTHO HEIGHT - 98.52 (+/-2cm) 323.2 (feet) VERTCON3",323.2,False,321.04,
GT0837,"NAVD 88
 ORTHO HEIGHT - 98.77 (+/-2cm) 324.0 (feet) VERTCON3",324.0,False,321.8,
JS0407,"NAVD 88
 ORTHO HEIGHT - 99.04 (+/-2cm) 324.9 (feet) VERTCON3",324.9,False,322.08,
FU2168,"NAVD 88
 ORTHO HEIGHT - 99.03 (+/-2cm) 324.9 (feet) VERTCON3",324.9,False,322.3,
FU2169,,,,,
HS1271,"NAVD 88
 ORTHO HEIGHT - 99.79 (+/-2cm) 327.4 (feet) VERTCON3",327.4,False,324.96,
FU2173,"NAVD 88
 ORTHO HEIGHT - 99.76 (+/-2cm) 327.3 (feet) VERTCON3",327.3,False,324.7,
HS1276,"NAVD 88
 ORTHO HEIGHT - 100.20 (+/-2cm) 328.7 (feet) VERTCON3",328.7,False,326.3,
FU2174,"NAVD 88
 ORTHO HEIGHT - 100.28 (+/-2cm) 329.0 (feet) VERTCON3",329.0,False,326.35,
JS0387,"NAVD 88
 ORTHO HEIGHT - 100.52 (+/-2cm) 329.8 (feet) VERTCON3",329.8,False,327.07,
HT0096,"NAVD 88
 ORTHO HEIGHT - 100.83 (+/-2cm) 330.8 (feet) VERTCON3",330.8,False,327.99,
HS1273,,,,,
GT0828,"NAVD 88
 ORTHO HEIGHT - 101.37 (+/-2cm) 332.6 (feet) VERTCON3",332.6,False,330.33,
GT1716,"NAVD 88
 ORTHO HEIGHT - 101.55 (+/-2cm) 333.2 (feet) VERTCON3",333.2,False,330.54,
GT0829,"NAVD 88
 ORTHO HEIGHT - 101.555 (meters) 333.19 (feet) ADJUSTED",333.19,False,330.79,
FU2171,"NAVD 88
 ORTHO HEIGHT - 101.71 (+/-2cm) 333.7 (feet) VERTCON3",333.7,False,331.13,
GT1721,"NAVD 88
 ORTHO HEIGHT - 102.21 (+/-2cm) 335.3 (feet) VERTCON3",335.3,False,332.7,
GT1720,"NAVD 88
 ORTHO HEIGHT - 102.21 (+/-2cm) 335.3 (feet) VERTCON3",335.3,False,332.7,
GU0106,,,,,
GU0109,,,,,
JS0389,"NAVD 88
 ORTHO HEIGHT - 102.42 (+/-2cm) 336.0 (feet) VERTCON3",336.0,False,333.28,
GU0107,,,,,
GU1583,,,,,
GT0579,"NAVD 88
 ORTHO HEIGHT - 103.53 (+/-2cm) 339.7 (feet) VERTCON3",339.7,False,337.77,
GT0580,"NAVD 88
 ORTHO HEIGHT - 103.61 (+/-2cm) 339.9 (feet) VERTCON3",339.9,False,338.03,
GT0578,,,,,
HT0814,"NAVD 88
 ORTHO HEIGHT - 104.02 (+/-2cm) 341.3 (feet) VERTCON3",341.3,False,338.54,
HT0816,"NAVD 88
 ORTHO HEIGHT - 104.14 (+/-2cm) 341.7 (feet) VERTCON3",341.7,False,338.94,
HT0817,"NAVD 88
 ORTHO HEIGHT - 104.15 (+/-2cm) 341.7 (feet) VERTCON3",341.7,False,338.95,
FU2125,,,,,
GT1714,"NAVD 88
 ORTHO HEIGHT - 104.30 (+/-2cm) 342.2 (feet) VERTCON3",342.2,False,339.6,
HT0815,"NAVD 88
 ORTHO HEIGHT - 104.72 (+/-2cm) 343.6 (feet) VERTCON3",343.6,False,340.85,
HS1275,"NAVD 88
 ORTHO HEIGHT - 104.67 (+/-2cm) 343.4 (feet) VERTCON3",343.4,False,340.98,
HT0099,"NAVD 88
 ORTHO HEIGHT - 105.05 (+/-2cm) 344.7 (feet) VERTCON3",344.7,False,341.87,
GU1589,,,,,
HT0088,"NAVD 88
 ORTHO HEIGHT - 105.25 (+/-2cm) 345.3 (feet) VERTCON3",345.3,False,342.4,
GT0575,,,,,
GT0576,,,,,
GT0577,,,,,
JS0388,"NAVD 88
 ORTHO HEIGHT - 105.64 (+/-2cm) 346.6 (feet) VERTCON3",346.6,False,343.88,
HS1279,"NAVD 88
 ORTHO HEIGHT - 106.63 (+/-2cm) 349.8 (feet) VERTCON3",349.8,False,347.4,
GT0770,"NAVD 88
 ORTHO HEIGHT - 106.11 (+/-2cm) 348.1 (feet) VERTCON3",348.1,False,346.14,
FU2123,"NAVD 88
 ORTHO HEIGHT - 106.80 (+/-2cm) 350.4 (feet) VERTCON3",350.4,False,347.9,
HS2197,"NAVD 88
 ORTHO HEIGHT - 107.10 (+/-2cm) 351.4 (feet) VERTCON3",351.4,False,348.9,
HS2199,"NAVD 88
 ORTHO HEIGHT - 107.29 (+/-2cm) 352.0 (feet) VERTCON3",352.0,False,349.6,
GT1136,"NAVD 88
 ORTHO HEIGHT - 107.28 (meters) 352.0 (feet) GPS OBS",352.0,False,349.03,
FU1039,"NAVD 88
 ORTHO HEIGHT - 107.01 (+/-2cm) 351.1 (feet) VERTCON3",351.1,False,348.86,
HT0052,"NAVD 88
 ORTHO HEIGHT - 107.50 (+/-2cm) 352.7 (feet) VERTCON3",352.7,True,349.71,
GU1486,,,,,
HS2198,,,,,
GT0565,,,,,
